BP NUMBER,METER NUMBER,METER TYPE,METER READING,REMARKS,METER MONTH,METER MONTH(NAME),Festival
1000105843,3012211,ACTARIS,830,,9,SEP,NO Festival
1000105844,3000371,ACTARIS,1949,,9,SEP,NO Festival
1000105860,3001971,ACTARIS,2600,,9,SEP,NO Festival
1000105870,3022381,ACTARIS,1848,,9,SEP,NO Festival
1000105877,3021611,ACTARIS,932,,9,SEP,NO Festival
1000105883,ZEN00042000/0918,ZENNER,118,,9,SEP,NO Festival
1000105886,3042251,ACTARIS,1418,,9,SEP,NO Festival
1000106657,IL40502511,INVENSYS,2174,,9,SEP,NO Festival
1000106919,IL50035208,SENSUS,3261,,9,SEP,NO Festival
1000107137,1278351,AEM,4306,,9,SEP,NO Festival
1000107139,RC12292588,RAYCHEM,1131,,9,SEP,NO Festival
1000107141,3177861,ACTARIS,1366,,9,SEP,NO Festival
1000107142,3079091,ACTARIS,2434,,9,SEP,NO Festival
1000107144,11405501,AEM,161,,9,SEP,NO Festival
1000107146,3172411,ACTARIS,4265,,9,SEP,NO Festival
1000107147,3135371,ACTARIS,535,,9,SEP,NO Festival
1000112703,1339751,AEM,1662,,9,SEP,NO Festival
1000112704,1339911,AEM,2010,,9,SEP,NO Festival
1000112710,1339881,AEM,1484,,9,SEP,NO Festival
1000112711,3172421,ACTARIS,1949,,9,SEP,NO Festival
1000112712,3161291,ACTARIS,2165,,9,SEP,NO Festival
1000115179,1183001,AEM,3140,,9,SEP,NO Festival
1000115184,1198021,AEM,4112,,9,SEP,NO Festival
1000115186,1198871,AEM,1264,,9,SEP,NO Festival
1000115188,1201621,AEM,4425,,9,SEP,NO Festival
1000115190,1197031,AEM,2165,,9,SEP,NO Festival
1000115194,3209501,ACTARIS,382,,9,SEP,NO Festival
1000115195,3478731,ACTARIS,1227,,9,SEP,NO Festival
1000115202,1254691,ACTARIS,2818,,9,SEP,NO Festival
1000115207,1198791,AEM,2824,,9,SEP,NO Festival
1000115314,16495006,RAYCHEM,804,,9,SEP,NO Festival
1000115522,3171261,ACTARIS,1843,,9,SEP,NO Festival
1000116660,1219591,AEM,2626,,9,SEP,NO Festival
1000116661,1419621,AEM,1905,,9,SEP,NO Festival
1000116662,1233541,AEM,2767,,9,SEP,NO Festival
1000116663,1245611,AEM,2354,,9,SEP,NO Festival
1000116664,1242901,AEM,3265,,9,SEP,NO Festival
1000116665,1301431,AEM,1960,,9,SEP,NO Festival
1000116668,1392581,AEM,1778,,9,SEP,NO Festival
1000116669,1394021,AEM,1803,,9,SEP,NO Festival
1000116670,1392331,AEM,1925,,9,SEP,NO Festival
1000116671,1222091,AEM,2683,,9,SEP,NO Festival
1000116672,1246811,AEM,2254,,9,SEP,NO Festival
1000116673,1388261,AEM,2087,,9,SEP,NO Festival
1000116674,1382701,AEM,1695,,9,SEP,NO Festival
1000116675,1419691,AEM,2415,,9,SEP,NO Festival
1000116676,1392061,AEM,1571,,9,SEP,NO Festival
1000116677,1392101,AEM,1539,,9,SEP,NO Festival
1000116678,1227931,AEM,1316,,9,SEP,NO Festival
1000116679,1392091,AEM,2311,,9,SEP,NO Festival
1000116680,1419671,AEM,1543,,9,SEP,NO Festival
1000116681,1301271,AEM,2631,,9,SEP,NO Festival
1000116682,1237821,AEM,2490,,9,SEP,NO Festival
1000116685,1389401,AEM,2325,,9,SEP,NO Festival
1000116686,1389521,AEM,2219,,9,SEP,NO Festival
1000116687,1225361,AEM,1867,,9,SEP,NO Festival
1000116688,1286101,AEM,1343,,9,SEP,NO Festival
1000116690,1387601,AEM,1553,,9,SEP,NO Festival
1000116691,1393771,AEM,1839,,9,SEP,NO Festival
1000116692,1228911,AEM,2492,,9,SEP,NO Festival
1000116695,1389771,AEM,1420,,9,SEP,NO Festival
1000116697,1394571,AEM,1991,,9,SEP,NO Festival
1000116698,1391301,AEM,1142,,9,SEP,NO Festival
1000116699,1300281,AEM,1368,,9,SEP,NO Festival
1000116700,1410561,AEM,2105,,9,SEP,NO Festival
1000116701,1389421,AEM,1817,,9,SEP,NO Festival
1000116702,1285411,AEM,965,,9,SEP,NO Festival
1000116703,1237731,AEM,3198,,9,SEP,NO Festival
1000116705,1233851,AEM,2184,,9,SEP,NO Festival
1000116706,1410611,AEM,1487,,9,SEP,NO Festival
1000116708,1394961,AEM,1779,,9,SEP,NO Festival
1000116709,1224371,AEM,1303,,9,SEP,NO Festival
1000116710,1289971,AEM,2809,,9,SEP,NO Festival
1000116711,1411671,AEM,2619,,9,SEP,NO Festival
1000116714,1391051,AEM,2406,,9,SEP,NO Festival
1000116715,1237691,AEM,1778,,9,SEP,NO Festival
1000116716,1220851,AEM,2225,,9,SEP,NO Festival
1000116717,1419741,AEM,1387,,9,SEP,NO Festival
1000116718,1388421,AEM,2625,,9,SEP,NO Festival
1000116719,1227251,AEM,1728,,9,SEP,NO Festival
1000116720,1245501,AEM,2108,DIGIT NOT CLEAR,9,SEP,NO Festival
1000116721,1392311,AEM,2167,,9,SEP,NO Festival
1000116722,1219991,AEM,1534,,9,SEP,NO Festival
1000116723,1246451,AEM,3030,,9,SEP,NO Festival
1000116724,1221711,AEM,2119,,9,SEP,NO Festival
1000116725,1391061,AEM,2002,,9,SEP,NO Festival
1000116726,1382171,AEM,3846,,9,SEP,NO Festival
1000116727,1220411,AEM,2224,,9,SEP,NO Festival
1000116729,1238841,AEM,2405,,9,SEP,NO Festival
1000116731,1247141,AEM,2428,,9,SEP,NO Festival
1000116732,1289861,AEM,1932,,9,SEP,NO Festival
1000116733,1239361,AEM,1628,,9,SEP,NO Festival
1000116734,1288631,AEM,3137,,9,SEP,NO Festival
1000116735,1392911,AEM,1578,,9,SEP,NO Festival
1000116736,1419841,AEM,1922,,9,SEP,NO Festival
1000116737,1285081,AEM,452,,9,SEP,NO Festival
1000116738,1322241,AEM,2273,,9,SEP,NO Festival
1000116739,1383841,AEM,1950,,9,SEP,NO Festival
1000116740,1285441,AEM,1989,,9,SEP,NO Festival
1000116741,1241531,AEM,2114,,9,SEP,NO Festival
1000116743,1394811,AEM,1737,,9,SEP,NO Festival
1000116744,1234711,AEM,265,IMAGE NOT READABLE,9,SEP,NO Festival
1000116745,1285091,AEM,1625,,9,SEP,NO Festival
1000116746,1388021,AEM,1802,,9,SEP,NO Festival
1000116747,1237341,AEM,1462,,9,SEP,NO Festival
1000116748,1237621,AEM,1091,,9,SEP,NO Festival
1000116749,1382161,AEM,1711,,9,SEP,NO Festival
1000116750,1219481,AEM,1434,,9,SEP,NO Festival
1000116751,1394981,AEM,1380,,9,SEP,NO Festival
1000116752,1222851,AEM,2583,,9,SEP,NO Festival
1000116753,1196161,AEM,1797,,9,SEP,NO Festival
1000116754,1226261,AEM,2276,,9,SEP,NO Festival
1000116755,1392531,AEM,2206,,9,SEP,NO Festival
1000116756,1245061,AEM,2084,,9,SEP,NO Festival
1000116757,1227611,AEM,2360,,9,SEP,NO Festival
1000116758,1394611,AEM,1582,,9,SEP,NO Festival
1000116760,1224261,AEM,1923,,9,SEP,NO Festival
1000116962,AL-0620927/C-4792,ACTARIS,2882,,9,SEP,NO Festival
1000116975,1392151,AEM,2765,,9,SEP,NO Festival
1000116977,1220931,AEM,3297,,9,SEP,NO Festival
1000116978,1392521,AEM,2080,,9,SEP,NO Festival
1000116981,1301751,AEM,2409,,9,SEP,NO Festival
1000116984,1289501,AEM,1693,,9,SEP,NO Festival
1000117061,3143961,ACTARIS,3200,,9,SEP,NO Festival
1000117062,3146201,ACTARIS,720,,9,SEP,NO Festival
1000117329,1338511,AEM,7946,,9,SEP,NO Festival
1000117788,3070981,ACTARIS,2128,,9,SEP,NO Festival
1000117789,3071001,ACTARIS,621,,9,SEP,NO Festival
1000117791,1167281,AEM,2261,,9,SEP,NO Festival
1000117792,3079791,ACTARIS,1447,,9,SEP,NO Festival
1000117793,1170281,AEM,2791,,9,SEP,NO Festival
1000117795,3079911,ACTARIS,2485,,9,SEP,NO Festival
1000117796,1356341,AEM,1591,,9,SEP,NO Festival
1000117797,3079771,ACTARIS,1484,,9,SEP,NO Festival
1000117798,3079901,ACTARIS,1272,,9,SEP,NO Festival
1000117800,3101391,ACTARIS,3541,,9,SEP,NO Festival
1000117802,3079881,ACTARIS,1118,,9,SEP,NO Festival
1000117803,3070171,ACTARIS,1824,,9,SEP,NO Festival
1000117804,3101371,ACTARIS,2094,,9,SEP,NO Festival
1000117805,3117811,ACTARIS,1672,,9,SEP,NO Festival
1000117806,3117841,ACTARIS,1318,,9,SEP,NO Festival
1000117807,3070191,ACTARIS,784,,9,SEP,NO Festival
1000117808,3074151,ACTARIS,1188,,9,SEP,NO Festival
1000117809,3079871,ACTARIS,1710,,9,SEP,NO Festival
1000117811,3107381,ACTARIS,1103,,9,SEP,NO Festival
1000117812,3074161,ACTARIS,1031,,9,SEP,NO Festival
1000117813,3074141,ACTARIS,1122,,9,SEP,NO Festival
1000117815,3070971,ACTARIS,2040,,9,SEP,NO Festival
1000117816,3091461,ACTARIS,2065,,9,SEP,NO Festival
1000117817,3090751,ACTARIS,1918,,9,SEP,NO Festival
1000117818,3091451,ACTARIS,4072,,9,SEP,NO Festival
1000117819,3117131,ACTARIS,2324,,9,SEP,NO Festival
1000117820,3089761,ACTARIS,1312,,9,SEP,NO Festival
1000117821,3088391,ACTARIS,2162,,9,SEP,NO Festival
1000117822,3088371,ACTARIS,2098,,9,SEP,NO Festival
1000117823,3111821,ACTARIS,3653,,9,SEP,NO Festival
1000117824,3073361,ACTARIS,2780,,9,SEP,NO Festival
1000117825,3088401,ACTARIS,2075,,9,SEP,NO Festival
1000117826,3073351,ACTARIS,1402,,9,SEP,NO Festival
1000117827,31719141,ITRON,2976,,9,SEP,NO Festival
1000117828,3117601,ACTARIS,2711,,9,SEP,NO Festival
1000117829,3073341,ACTARIS,3513,,9,SEP,NO Festival
1000117830,3117571,ACTARIS,2407,,9,SEP,NO Festival
1000117831,3073331,ACTARIS,2664,,9,SEP,NO Festival
1000117832,3111831,ACTARIS,2259,,9,SEP,NO Festival
1000117833,3117141,ACTARIS,2891,,9,SEP,NO Festival
1000117834,3117581,ACTARIS,1873,,9,SEP,NO Festival
1000117835,3088481,ACTARIS,1468,,9,SEP,NO Festival
1000117836,1466671,AEM,896,,9,SEP,NO Festival
1000117837,1160891,AEM,1636,,9,SEP,NO Festival
1000117838,1169161,AEM,1510,,9,SEP,NO Festival
1000117839,3089741,ACTARIS,2298,,9,SEP,NO Festival
1000117840,1156981,AEM,2777,,9,SEP,NO Festival
1000117841,1151381,AEM,3005,,9,SEP,NO Festival
1000117842,1156571,AEM,2340,,9,SEP,NO Festival
1000117857,1241411,AEM,2081,,9,SEP,NO Festival
1000117859,1253671,AEM,2520,,9,SEP,NO Festival
1000117860,1161121,AEM,933,,9,SEP,NO Festival
1000117861,1249241,AEM,864,,9,SEP,NO Festival
1000117862,1159121,AEM,2434,,9,SEP,NO Festival
1000117864,1171631,AEM,1001,,9,SEP,NO Festival
1000117865,1170121,AEM,962,,9,SEP,NO Festival
1000117866,1170921,AEM,2325,,9,SEP,NO Festival
1000117867,1154071,AEM,1906,,9,SEP,NO Festival
1000117868,1155581,AEM,2239,,9,SEP,NO Festival
1000117870,3117161,ACTARIS,2481,,9,SEP,NO Festival
1000117871,1172071,AEM,3286,,9,SEP,NO Festival
1000117872,1170621,AEM,1730,,9,SEP,NO Festival
1000118075,3462341,ACTARIS,799,,9,SEP,NO Festival
1000118083,1171371,AEM,1912,,9,SEP,NO Festival
1000118084,1172301,AEM,2525,,9,SEP,NO Festival
1000118085,1172431,AEM,1301,,9,SEP,NO Festival
1000118087,1301941,AEM,1775,,9,SEP,NO Festival
1000118088,1175871,AEM,2227,,9,SEP,NO Festival
1000118097,1416361,AEM,2109,,9,SEP,NO Festival
1000118694,1301441,AEM,2175,,9,SEP,NO Festival
1000119512,3088381,ACTARIS,2868,,9,SEP,NO Festival
1000119513,3088471,ACTARIS,2082,,9,SEP,NO Festival
1000119525,1146981,AEM,1691,,9,SEP,NO Festival
1000119526,1121291,AEM,1847,,9,SEP,NO Festival
1000119527,3088451,ACTARIS,3047,,9,SEP,NO Festival
1000119528,1150691,AEM,1461,,9,SEP,NO Festival
1000119529,17610768,RAYCHEM,940,,9,SEP,NO Festival
1000119530,1150091,AEM,1776,,9,SEP,NO Festival
1000119531,1159041,AEM,2194,,9,SEP,NO Festival
1000119532,1158691,AEM,1520,,9,SEP,NO Festival
1000119534,3074131,ACTARIS,1694,,9,SEP,NO Festival
1000119539,1254341,AEM,1967,,9,SEP,NO Festival
1000119541,1244331,AEM,1963,,9,SEP,NO Festival
1000119544,1247671,AEM,1082,,9,SEP,NO Festival
1000119545,1249521,AEM,2486,,9,SEP,NO Festival
1000119546,1351521,AEM,2889,,9,SEP,NO Festival
1000119547,1171051,AEM,2705,,9,SEP,NO Festival
1000119548,1171071,AEM,3397,,9,SEP,NO Festival
1000119549,1358131,AEM,1901,,9,SEP,NO Festival
1000119550,1169681,AEM,2549,,9,SEP,NO Festival
1000119551,1172331,AEM,2142,,9,SEP,NO Festival
1000119552,1171141,AEM,2032,,9,SEP,NO Festival
1000119553,1248641,AEM,1805,,9,SEP,NO Festival
1000119555,1358181,AEM,1706,,9,SEP,NO Festival
1000119556,1357881,AEM,1553,,9,SEP,NO Festival
1000119557,1356321,AEM,1837,,9,SEP,NO Festival
1000119559,1356291,AEM,2228,,9,SEP,NO Festival
1000119560,3720371,ACTARIS,1855,,9,SEP,NO Festival
1000119561,1357971,AEM,2426,,9,SEP,NO Festival
1000119563,1358161,AEM,1767,,9,SEP,NO Festival
1000119564,1176171,AEM,1525,,9,SEP,NO Festival
1000119565,1356531,AEM,2200,,9,SEP,NO Festival
1000119566,1356491,AEM,1799,,9,SEP,NO Festival
1000119568,1150761,AEM,3292,,9,SEP,NO Festival
1000119569,1356271,AEM,2072,,9,SEP,NO Festival
1000119570,1358091,AEM,2161,,9,SEP,NO Festival
1000119571,1150121,AEM,2703,,9,SEP,NO Festival
1000119574,1254381,AEM,1859,,9,SEP,NO Festival
1000119575,1151251,AEM,1660,,9,SEP,NO Festival
1000119576,1254301,AEM,3309,,9,SEP,NO Festival
1000119577,1254451,AEM,52,,9,SEP,NO Festival
1000119578,1357851,AEM,1763,,9,SEP,NO Festival
1000119579,1356451,AEM,2563,,9,SEP,NO Festival
1000119580,1159411,AEM,2629,,9,SEP,NO Festival
1000119581,1173621,AEM,1628,,9,SEP,NO Festival
1000119582,1159871,AEM,2629,,9,SEP,NO Festival
1000119583,1173541,AEM,1114,,9,SEP,NO Festival
1000119585,1173651,AEM,2710,,9,SEP,NO Festival
1000119586,1357621,AEM,1102,,9,SEP,NO Festival
1000119587,1358121,AEM,2274,,9,SEP,NO Festival
1000119732,1389791,AEM,2182,,9,SEP,NO Festival
1000119733,1286511,AEM,1919,,9,SEP,NO Festival
1000119734,1219901,AEM,1703,,9,SEP,NO Festival
1000119736,1387801,AEM,2163,,9,SEP,NO Festival
1000119737,1289241,AEM,1940,,9,SEP,NO Festival
1000119738,1212511,AEM,1655,,9,SEP,NO Festival
1000119739,1389561,AEM,1705,DIGIT NOT CLEAR,9,SEP,NO Festival
1000119740,1383801,AEM,1312,,9,SEP,NO Festival
1000119741,1237061,AEM,1791,,9,SEP,NO Festival
1000119742,1289291,AEM,2018,,9,SEP,NO Festival
1000119743,1394821,AEM,1343,,9,SEP,NO Festival
1000119745,1389211,AEM,2180,,9,SEP,NO Festival
1000119746,1389731,AEM,3348,,9,SEP,NO Festival
1000119747,1227911,AEM,924,,9,SEP,NO Festival
1000119748,1393671,AEM,2585,DIGIT NOT CLEAR,9,SEP,NO Festival
1000119752,1392201,AEM,1405,,9,SEP,NO Festival
1000119753,1382641,AEM,964,,9,SEP,NO Festival
1000119754,1392231,AEM,1729,,9,SEP,NO Festival
1000119755,1462131,AEM,447,,9,SEP,NO Festival
1000120003,3079891,ACTARIS,2121,,9,SEP,NO Festival
1000120004,1165571,AEM,2733,,9,SEP,NO Festival
1000120005,1165701,AEM,1245,,9,SEP,NO Festival
1000120006,3079861,ACTARIS,1562,,9,SEP,NO Festival
1000120007,3079851,AEM,772,,9,SEP,NO Festival
1000120009,1161951,AEM,2814,,9,SEP,NO Festival
1000120010,1162941,AEM,1568,,9,SEP,NO Festival
1000120011,1143721,AEM,2552,,9,SEP,NO Festival
1000120012,1121061,AEM,1295,,9,SEP,NO Festival
1000120030,1171431,AEM,3430,,9,SEP,NO Festival
1000120031,1356701,AEM,2747,,9,SEP,NO Festival
1000120032,1358201,AEM,1704,,9,SEP,NO Festival
1000120033,1150971,AEM,3034,,9,SEP,NO Festival
1000120034,1351351,AEM,1648,,9,SEP,NO Festival
1000120036,1149151,AEM,3033,,9,SEP,NO Festival
1000120037,1356721,AEM,2164,,9,SEP,NO Festival
1000120038,1254411,AEM,2615,,9,SEP,NO Festival
1000120040,1254361,AEM,1543,,9,SEP,NO Festival
1000120041,1173151,AEM,2987,,9,SEP,NO Festival
1000120043,1356361,AEM,2351,,9,SEP,NO Festival
1000120044,1357751,AEM,2340,,9,SEP,NO Festival
1000120045,1356711,AEM,2313,,9,SEP,NO Festival
1000120047,1160331,AEM,1698,,9,SEP,NO Festival
1000120049,1171251,AEM,2007,,9,SEP,NO Festival
1000120052,1254011,AEM,2026,,9,SEP,NO Festival
1000120053,1159281,AEM,2292,,9,SEP,NO Festival
1000120055,1358021,AEM,837,,9,SEP,NO Festival
1000120104,14496526,RAYCHEM,932,,9,SEP,NO Festival
1000120739,1281221,AEM,2224,,9,SEP,NO Festival
1000120740,1280101,AEM,1823,,9,SEP,NO Festival
1000120743,3135401,ACTARIS,2602,,9,SEP,NO Festival
1000120744,1339341,AEM,861,,9,SEP,NO Festival
1000121492,1234531,AEM,2222,,9,SEP,NO Festival
1000121493,1230161,AEM,3794,,9,SEP,NO Festival
1000121512,1227811,AEM,1769,,9,SEP,NO Festival
1000122140,IL40504594,INVENSYS,2863,,9,SEP,NO Festival
1000122200,1150291,AEM,1220,,9,SEP,NO Festival
1000122201,3117471,ACTARIS,1452,,9,SEP,NO Festival
1000122202,1150531,AEM,530,,9,SEP,NO Festival
1000122203,1152871,AEM,3185,,9,SEP,NO Festival
1000122204,1164251,AEM,3067,,9,SEP,NO Festival
1000122210,1357991,AEM,3827,,9,SEP,NO Festival
1000122211,1173191,AEM,3013,,9,SEP,NO Festival
1000122212,1161251,AEM,2515,,9,SEP,NO Festival
1000122213,1173161,AEM,4451,,9,SEP,NO Festival
1000122216,1254171,AEM,1921,,9,SEP,NO Festival
1000122218,1254211,AEM,4251,,9,SEP,NO Festival
1000122219,1169211,AEM,726,,9,SEP,NO Festival
1000122221,1172201,AEM,636,,9,SEP,NO Festival
1000122222,1245291,AEM,2910,,9,SEP,NO Festival
1000122223,1156081,AEM,3140,,9,SEP,NO Festival
1000122225,1397391,AEM,3224,,9,SEP,NO Festival
1000122229,1455501,AEM,978,,9,SEP,NO Festival
1000122230,1397521,AEM,2363,,9,SEP,NO Festival
1000122231,1454991,AEM,1896,,9,SEP,NO Festival
1000122233,1455241,AEM,2293,,9,SEP,NO Festival
1000122237,1420321,AEM,1446,,9,SEP,NO Festival
1000122238,1397331,AEM,2486,,9,SEP,NO Festival
1000122241,1454871,AEM,2168,,9,SEP,NO Festival
1000122243,1397481,AEM,1889,,9,SEP,NO Festival
1000122245,1457261,AEM,1811,,9,SEP,NO Festival
1000122246,1420261,AEM,1849,,9,SEP,NO Festival
1000122247,1421581,AEM,1733,,9,SEP,NO Festival
1000122248,1421121,AEM,2275,,9,SEP,NO Festival
1000122249,1457171,AEM,1596,,9,SEP,NO Festival
1000122250,1397291,AEM,3200,,9,SEP,NO Festival
1000122251,1455661,AEM,1168,,9,SEP,NO Festival
1000122252,1455891,AEM,2619,,9,SEP,NO Festival
1000122256,1457411,AEM,1476,,9,SEP,NO Festival
1000122257,1452731,AEM,1633,,9,SEP,NO Festival
1000122261,1397501,AEM,1203,,9,SEP,NO Festival
1000122262,1397631,AEM,1295,,9,SEP,NO Festival
1000122263,1455311,AEM,2202,,9,SEP,NO Festival
1000122481,306101,SCHLUMBERGER,4929,,9,SEP,NO Festival
1000123386,1419801,AEM,726,,9,SEP,NO Festival
1000123387,1289011,AEM,2662,,9,SEP,NO Festival
1000123388,1236191,AEM,1657,,9,SEP,NO Festival
1000123389,1389371,AEM,2281,,9,SEP,NO Festival
1000123390,1388301,AEM,1792,,9,SEP,NO Festival
1000123391,1247151,AEM,3669,,9,SEP,NO Festival
1000123392,1237491,AEM,1298,,9,SEP,NO Festival
1000123394,1389711,AEM,2814,,9,SEP,NO Festival
1000123395,1392921,AEM,2401,,9,SEP,NO Festival
1000123396,1388961,AEM,1704,,9,SEP,NO Festival
1000123400,1179371,AEM,1804,,9,SEP,NO Festival
1000123401,1392931,AEM,2770,,9,SEP,NO Festival
1000123402,1382451,AEM,1073,,9,SEP,NO Festival
1000123403,1225621,AEM,1909,,9,SEP,NO Festival
1000123406,1424101,AEM,1734,,9,SEP,NO Festival
1000123407,1237781,AEM,2581,,9,SEP,NO Festival
1000123408,1391591,AEM,1653,,9,SEP,NO Festival
1000123409,1197171,AEM,2965,,9,SEP,NO Festival
1000123410,1222481,AEM,1445,,9,SEP,NO Festival
1000123414,1393061,AEM,1525,,9,SEP,NO Festival
1000123417,1392771,AEM,2698,,9,SEP,NO Festival
1000123554,3177421,ACTARIS,1918,,9,SEP,NO Festival
1000123558,1205001,AEM,1907,,9,SEP,NO Festival
1000123562,1258781,AEM,1397,,9,SEP,NO Festival
1000123563,3169741,ACTARIS,1857,,9,SEP,NO Festival
1000123564,1258691,AEM,4255,,9,SEP,NO Festival
1000123894,1237791,AEM,1643,,9,SEP,NO Festival
1000123895,1222051,AEM,1953,,9,SEP,NO Festival
1000124239,1331421,AEM,2491,,9,SEP,NO Festival
1000124241,1333101,AEM,1818,,9,SEP,NO Festival
1000124271,1353881,AEM,2105,,9,SEP,NO Festival
1000124282,1335751,AEM,1384,,9,SEP,NO Festival
1000124288,1347301,AEM,1558,,9,SEP,NO Festival
1000124315,1334181,AEM,658,,9,SEP,NO Festival
1000125300,1388771,AEM,1800,,9,SEP,NO Festival
1000125301,1285681,AEM,1848,,9,SEP,NO Festival
1000125302,1394471,AEM,1808,,9,SEP,NO Festival
1000125303,1242341,AEM,2554,,9,SEP,NO Festival
1000125394,1886421,AEM,1745,,9,SEP,NO Festival
1000125403,1276061,AEM,2278,,9,SEP,NO Festival
1000125405,1379501,AEM,1292,,9,SEP,NO Festival
1000125420,3156311,ACTARIS,1236,,9,SEP,NO Festival
1000128244,206342,SCHLUMBERGER,4048,,9,SEP,NO Festival
1000128635,1304671,AEM,4827,,9,SEP,NO Festival
1000128636,1306391,AEM,1834,,9,SEP,NO Festival
1000128638,1416891,AEM,4292,,9,SEP,NO Festival
1000128640,1416941,AEM,2178,,9,SEP,NO Festival
1000128641,1389091,AEM,2500,,9,SEP,NO Festival
1000128642,1307611,AEM,3604,,9,SEP,NO Festival
1000128643,1306961,AEM,1960,,9,SEP,NO Festival
1000128644,1307511,AEM,1885,,9,SEP,NO Festival
1000128645,1303991,AEM,2427,,9,SEP,NO Festival
1000128646,1304841,AEM,1506,,9,SEP,NO Festival
1000128648,1306401,AEM,2168,,9,SEP,NO Festival
1000128649,1307431,AEM,1862,,9,SEP,NO Festival
1000128651,1307731,AEM,2635,,9,SEP,NO Festival
1000128653,1308561,AEM,595,,9,SEP,NO Festival
1000128654,1301991,AEM,1824,,9,SEP,NO Festival
1000128655,1308341,AEM,1290,,9,SEP,NO Festival
1000128656,1307601,AEM,4043,,9,SEP,NO Festival
1000128658,130041,AEM,1703,,9,SEP,NO Festival
1000128659,1407291,AEM,4482,,9,SEP,NO Festival
1000128660,1299361,AEM,2670,,9,SEP,NO Festival
1000128661,1386501,AEM,1706,,9,SEP,NO Festival
1000128662,1303041,AEM,2777,,9,SEP,NO Festival
1000128663,1306301,AEM,1147,,9,SEP,NO Festival
1000128664,1304881,AEM,1672,,9,SEP,NO Festival
1000128665,1300031,AEM,1729,,9,SEP,NO Festival
1000128666,1306861,AEM,3623,,9,SEP,NO Festival
1000128667,1308611,AEM,1941,,9,SEP,NO Festival
1000128668,1388941,AEM,2009,,9,SEP,NO Festival
1000128669,1167551,AEM,2136,,9,SEP,NO Festival
1000128670,1171011,AEM,1890,,9,SEP,NO Festival
1000128671,1302921,AEM,1542,,9,SEP,NO Festival
1000128672,1308231,AEM,2693,,9,SEP,NO Festival
1000128673,1318941,AEM,249,,9,SEP,NO Festival
1000128674,1306671,AEM,2313,,9,SEP,NO Festival
1000128675,1170601,AEM,2660,,9,SEP,NO Festival
1000128677,1308711,AEM,2647,,9,SEP,NO Festival
1000128680,1170711,AEM,1779,,9,SEP,NO Festival
1000128684,1307681,AEM,2035,,9,SEP,NO Festival
1000128685,1305891,AEM,1871,,9,SEP,NO Festival
1000128686,1300111,AEM,1638,,9,SEP,NO Festival
1000128687,1318891,AEM,4675,,9,SEP,NO Festival
1000128688,1166101,AEM,2340,,9,SEP,NO Festival
1000128690,1167601,AEM,1966,,9,SEP,NO Festival
1000128691,1306151,AEM,3473,,9,SEP,NO Festival
1000128692,3532741,ACTARIS,3087,,9,SEP,NO Festival
1000128693,1162091,AEM,4895,,9,SEP,NO Festival
1000128695,1305191,AEM,2258,,9,SEP,NO Festival
1000128697,1306081,AEM,2961,,9,SEP,NO Festival
1000128698,1307581,AEM,2477,,9,SEP,NO Festival
1000128699,1382211,AEM,2887,,9,SEP,NO Festival
1000128700,1306491,AEM,1424,,9,SEP,NO Festival
1000128702,1300821,AEM,2662,,9,SEP,NO Festival
1000128704,1166781,AEM,2644,,9,SEP,NO Festival
1000128706,1318281,AEM,3305,,9,SEP,NO Festival
1000128707,1146031,AEM,3644,,9,SEP,NO Festival
1000128708,1389611,AEM,1852,,9,SEP,NO Festival
1000128709,1389761,AEM,2184,,9,SEP,NO Festival
1000128710,1143401,AEM,3606,,9,SEP,NO Festival
1000128712,1307211,AEM,1875,,9,SEP,NO Festival
1000128714,1307931,AEM,1532,,9,SEP,NO Festival
1000128716,1416661,AEM,6367,,9,SEP,NO Festival
1000128717,1172001,AEM,6364,,9,SEP,NO Festival
1000128718,1416871,AEM,2476,,9,SEP,NO Festival
1000128719,1306291,AEM,1422,,9,SEP,NO Festival
1000128720,1300851,AEM,1921,,9,SEP,NO Festival
1000128721,1166081,AEM,3579,,9,SEP,NO Festival
1000128724,1167991,AEM,715,,9,SEP,NO Festival
1000128726,1300441,AEM,2219,,9,SEP,NO Festival
1000128728,1166801,AEM,1859,,9,SEP,NO Festival
1000128729,1301341,AEM,4229,,9,SEP,NO Festival
1000128730,1416401,AEM,2114,,9,SEP,NO Festival
1000128732,1164311,AEM,1593,,9,SEP,NO Festival
1000128733,1319001,AEM,1821,,9,SEP,NO Festival
1000128734,1307111,AEM,3047,,9,SEP,NO Festival
1000128735,1308541,AEM,909,,9,SEP,NO Festival
1000128736,1148691,AEM,1941,,9,SEP,NO Festival
1000128737,1383381,AEM,3508,,9,SEP,NO Festival
1000128738,1383611,AEM,3788,,9,SEP,NO Festival
1000128739,1148241,AEM,1214,,9,SEP,NO Festival
1000128740,1389881,AEM,2218,,9,SEP,NO Festival
1000128741,1318751,AEM,1823,,9,SEP,NO Festival
1000128742,1299611,AEM,1493,,9,SEP,NO Festival
1000128744,1166841,AEM,1888,,9,SEP,NO Festival
1000128745,1387011,AEM,2348,,9,SEP,NO Festival
1000128746,1166531,AEM,1949,,9,SEP,NO Festival
1000128750,1307501,AEM,2430,,9,SEP,NO Festival
1000128751,1382201,AEM,1951,,9,SEP,NO Festival
1000128752,1308771,AEM,1919,,9,SEP,NO Festival
